materialSampleID,principalInvestigator,locality,phylum,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferenceProtocol,yearCollected,monthCollected,dayCollected,genus,species,permitInformation,basisOfIdentification,country,lifeStage,sex,geneticTissueType,stateProvince,island,islandGroup,establishmentMeans,habitat,microHabitat,substratum,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,associatedTaxa,wormsID,weight,length,class,order,family,subSpecies,vernacularName,taxonRemarks,sampleOwnerInstitutionCode,fundingSource,occurrenceID,catalogNumber,associatedSequences,recordedBy,identifiedBy,yearIdentified,monthIdentified,dayIdentified,preservative,samplingProtocol,plateID,wellID,extractionID,previousTissueID,tissueStorageID,associatedMedia,associatedReferences,previousIdentifications,occurrenceRemarks,fieldNotes,eventRemarks,bcid
MTB_8,Cynthia Riginos,Moreton Bay,Chordata,-27.19234,153.253332,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,""" QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,MTB_8,,KJ779275,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MTB_8
SRK_14,Cynthia Riginos,Seal Rocks,Chordata,-32.42,152.57,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SRK_14,,KJ779330,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SRK_14
MRB_99,Cynthia Riginos,Merimbula,Chordata,-36.881758,149.947219,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,MRB_99,,KJ779915; KJ779253,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MRB_99
SYD_76,Cynthia Riginos,Sydney,Chordata,-33.884749,151.297628,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SYD_76,,KJ779948; KJ779350,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SYD_76
1302,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2010,5,10,Pomacentrus,coelestis,"""AU-COM2010068; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1302,,KJ779123,Liggins,Liggins,2010,5,10,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21302
SLT_80,Cynthia Riginos,Solitary Islands,Chordata,-30.303199,153.162965,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SLT_80,,KJ779935; KJ779305,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SLT_80
PRS_78,Cynthia Riginos,Port Stephens,Chordata,-32.677351,152.19066,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,PRS_78,,KJ779933; KJ779294,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2PRS_78
1091,Cynthia Riginos,Mooloolaba,Chordata,-26.64805,153.1827,,GPS,2009,7,26,Pomacentrus,coelestis,QLD18636; QLD Dept of Fisheries,Morphology,Australia,adult,,,Brisbane,,,,,,,14,14,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1091,,KJ779894; KJ779211,Treml/Liggins,Treml/Liggins,2009,7,26,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""no photo, 5-7cm""",ark:/21547/qR21091
1855,Cynthia Riginos,Inner Gneerings,Chordata,-26.64506667,153.1608,,Boat GPS,2010,10,30,Pomacentrus,coelestis,QLD118636; QLD Dept of Fisheries,Morphology,Australia,adult,,,Brisbane,,,,,,,10,10,,,,277145,,,,,,,,,UQ,"""ARC_DP0878306, Ecological Society_of Australia Student Research Grant to Liggins""",1855,,KJ779909; KJ779226,Liggins,Liggins,2010,10,30,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,Temporal replicate,ark:/21547/qR21855
902,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.03908333,113.8202,,GPS,2009,6,11,Pomacentrus,coelestis,SF006619/CE002227; WA-DEC,Morphology,Australia,adult,,,Western Australia,,,,,,,5,5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,902,,KJ779119,Treml/Riginos,Treml/Riginos,2009,6,11,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR2902
1871,Cynthia Riginos,Inner Gneerings,Chordata,-26.64506667,153.1608,,Boat GPS,2010,10,30,Pomacentrus,coelestis,QLD118636; QLD Dept of Fisheries,Morphology,Australia,adult,,,Brisbane,,,,,,,10,10,,,,277145,,,,,,,,,UQ,"""ARC_DP0878306, Ecological Society_of Australia Student Research Grant to Liggins""",1871,,KJ779228,Liggins,Liggins,2010,10,30,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,Temporal replicate,ark:/21547/qR21871
1416,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010110; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1416,,KJ779132,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21416
1428,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010122; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1428,,KJ779144,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21428
SLT_51,Cynthia Riginos,Solitary Islands,Chordata,-30.303199,153.162965,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SLT_51,,KJ779298,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SLT_51
1611,Cynthia Riginos,East of Dili,Chordata,-8.471265,125.887245,,google earth,2010,8,3,Pomacentrus,coelestis,"""Minist?rio da Aquicultura e Pescas, Direc??o Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",Morphology,Timor L'este,adult,,,Timor Leste,,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1611,,KJ779362,Liggins,Liggins,2010,8,3,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21611
MTB_11,Cynthia Riginos,Moreton Bay,Chordata,-27.19234,153.253332,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,""" QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,MTB_11,,KJ779255,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MTB_11
3874,Cynthia Riginos,Kavieng,Chordata,-2.58,150.7702667,,"""Google Earth, not 100% sure of reef patch location""",2011,11,25,Pomacentrus,coelestis,research visa no. 10350008304; Dept Env & Conservation/Nat Research Institute,Morphology,Papua New Guinea,adult,,,New Ireland Province,,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3874,,KJ779183,Keyse,Keyse,2011,11,25,DMSO & 40% alcohol,muscle and frame,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23874
MTB_7,Cynthia Riginos,Moreton Bay,Chordata,-27.19234,153.253332,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,""" QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,MTB_7,,KJ779274,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MTB_7
SLT_82,Cynthia Riginos,Solitary Islands,Chordata,-30.303199,153.162965,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SLT_82,,KJ779937; KJ779307,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SLT_82
1420,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010114; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1420,,KJ779136,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21420
SRK_3,Cynthia Riginos,Seal Rocks,Chordata,-32.42,152.57,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SRK_3,,KJ779333,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SRK_3
MRB_68,Cynthia Riginos,Merimbula,Chordata,-36.881758,149.947219,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,MRB_68,,KJ779913; KJ779248,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MRB_68
3359,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3359,,KJ779230,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23359
LDH_158,Cynthia Riginos,Lord Howe Island,Chordata,-31.52348,159.070477,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,LDH_158,,KJ779882; KJ779199,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2LDH_158
2444,Cynthia Riginos,Male Male Island,Chordata,-8.788563889,158.2522389,,google earth,2010,12,16,Pomacentrus,coelestis,The Research Act 1982 (No. 9 of 1982) Research Permit; Solomon Islands Minister for Education and Human Resources Development,Morphology,Solomon Islands,adult,,,Marovo Lagoon,,,,,,,3,3,,,,277145,,,,,,,,,UQ,"""ARC_DP0878306, The Explorers Club Exploration Fund to Liggins""",2444,,KJ779325,Liggins/Keyse,Liggins/Keyse,2010,12,16,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,photo,ark:/21547/qR22444
1423,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010117; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1423,,KJ779139,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21423
1098,Cynthia Riginos,Mooloolaba,Chordata,-26.64805,153.1827,,GPS,2009,7,26,Pomacentrus,coelestis,QLD18636; QLD Dept of Fisheries,Morphology,Australia,adult,,,Brisbane,,,,,,,14,14,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1098,,KJ779899; KJ779216,Treml/Liggins,Treml/Liggins,2009,7,26,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""no photo, 5-7cm""",ark:/21547/qR21098
NAR_60,Cynthia Riginos,Narooma,Chordata,-36.20168,150.144424,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,NAR_60,,KJ779916; KJ779277,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2NAR_60
OTR_3,Cynthia Riginos,One Tree Island,Chordata,-23.421607,151.902092,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,"""GBRMPA: G10/33597.1, G08/26733.1, G08/28114.1, G09/31678.1, G11/34452.1, G11/34640.1 & QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,OTR_3,,KJ779926; KJ779287,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2OTR_3
MTB_10,Cynthia Riginos,Moreton Bay,Chordata,-27.19234,153.253332,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,""" QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,MTB_10,,KJ779254,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MTB_10
SWT_3,Cynthia Riginos,South West Rocks,Chordata,-30.875376,153.056505,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SWT_3,,KJ779338,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SWT_3
2211,Cynthia Riginos,Ndoke Ndoke island,Chordata,-8.338566667,157.5027,,Handheld GPS,2010,12,11,Pomacentrus,coelestis,The Research Act 1982 (No. 9 of 1982) Research Permit; Solomon Islands Minister for Education and Human Resources Development,Morphology,Solomon Islands,adult,,,Roviana Lagoon,,,,,,,2,2,,,,277145,,,,,,,,,UQ,"""ARC_DP0878306, The Explorers Club Exploration Fund to Liggins""",2211,,KJ779314,Liggins/Keyse,Liggins/Keyse,2010,12,11,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,photo,ark:/21547/qR22211
1610,Cynthia Riginos,East of Dili,Chordata,-8.471265,125.887245,,google earth,2010,8,3,Pomacentrus,coelestis,"""Minist?rio da Aquicultura e Pescas, Direc??o Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",Morphology,Timor L'este,adult,,,Timor Leste,,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1610,,KJ779951; KJ779361,Liggins,Liggins,2010,8,3,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21610
1410,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010104; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1410,,KJ779126,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21410
3373,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3373,,KJ779243,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23373
SLT_54,Cynthia Riginos,Solitary Islands,Chordata,-30.303199,153.162965,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SLT_54,,KJ779301,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SLT_54
1408,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010102; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1408,,KJ779125,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21408
JVB_109,Cynthia Riginos,Jervis Bay,Chordata,-35.10698,150.777035,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,JVB_109,,KJ779875; KJ779173,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2JVB_109
847,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,SF006619/CE002227; WA-DEC,Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,847,,JF718020; KJ779116,Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qR2847
OTR_1,Cynthia Riginos,One Tree Island,Chordata,-23.421607,151.902092,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,"""GBRMPA: G10/33597.1, G08/26733.1, G08/28114.1, G09/31678.1, G11/34452.1, G11/34640.1 & QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,OTR_1,,KJ779923; KJ779284,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2OTR_1
SLT_57,Cynthia Riginos,Solitary Islands,Chordata,-30.303199,153.162965,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SLT_57,,KJ779304,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SLT_57
3241,Cynthia Riginos,Lautem,Chordata,-8.41,127.32,,"""Google Earth, rough area, not 100% sure of reef location""",2011,7,25,Pomacentrus,coelestis,"""Minist?rio da Aquicultura e Pescas, Direc??o Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",Morphology,Timor L'este,adult,,,Timor Leste,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3241,,KJ779373,Liggins,Liggins,2011,7,25,,whole specimen,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,whole fish in vial,ark:/21547/qR23241
1840,Cynthia Riginos,Wingram Island,Chordata,-11.77439,136.53316,,GPS,2010,9,19,Pomacentrus,coelestis,2007-2008/S17/2696; NT Fisheries,Morphology,Australia,adult,,,"""Wessel Island, NT""",,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1840,,KJ779167,Treml,Treml,2010,9,19,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""fish was frozen in field, transferred to DMSO 3 days later. DNA in whole fish probably no good.""",ark:/21547/qR21840
SYD_101,Cynthia Riginos,Sydney,Chordata,-33.884749,151.297628,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,SYD_101,,KJ779942; KJ779343,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2SYD_101
3361,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3361,,KJ779231,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23361
NAR_62,Cynthia Riginos,Narooma,Chordata,-36.20168,150.144424,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,NAR_62,,KJ779918; KJ779279,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2NAR_62
MTB_4,Cynthia Riginos,Moreton Bay,Chordata,-27.19234,153.253332,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,""" QLD Fisheries: 118636, 150981 """,Morphology,Australia,,,,Queensland,,,,,,,,,,,,277145,,,,,,,,,UQ,,MTB_4,,KJ779271,Liggins,David Harris,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2MTB_4
3155,Cynthia Riginos,Dili,Chordata,-8.554226667,125.5006467,,Handheld GPS,2011,7,20,Pomacentrus,coelestis,"""Minist?rio da Aquicultura e Pescas, Direc??o Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",Morphology,Timor L'este,adult,,,Timor Leste,,,,,,,5,5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3155,,KJ779365,Liggins,Liggins,2011,7,20,DMSO,whole specimen,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, uncertain ID""",ark:/21547/qR23155
3248,Cynthia Riginos,Lautem,Chordata,-8.41,127.32,,"""Google Earth, rough area, not 100% sure of reef location""",2011,7,25,Pomacentrus,coelestis,"""Minist?rio da Aquicultura e Pescas, Direc??o Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",Morphology,Timor L'este,adult,,,Timor Leste,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3248,,KJ779376,Liggins,Liggins,2011,7,25,,whole specimen,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23248
LDH_44,Cynthia Riginos,Lord Howe Island,Chordata,-31.52348,159.070477,,"""Google Earth, can't be 100% sure of reef location""",,,,Pomacentrus,coelestis,New South Wales permits to D G Booth and W Figueira: F94/696; F86/556A,Morphology,Australia,,,,New South Wales,,,,,,,,,,,,277145,,,,,,,,,UQ,,LDH_44,,KJ779208,Liggins,David Booth,,,,EtOH,,,,,,,,Liggins et al. in prep.,,,,,ark:/21547/qR2LDH_44
1835,Cynthia Riginos,Wingram Island,Chordata,-11.77439,136.53316,,GPS,2010,9,19,Pomacentrus,coelestis,2007-2008/S17/2696; NT Fisheries,Morphology,Australia,adult,,,"""Wessel Island, NT""",,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1835,,KJ779164,Treml,Treml,2010,9,19,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""fish was frozen in field, transferred to DMSO 3 days later. DNA in whole fish probably no good.""",ark:/21547/qR21835
